id,pref,age,gender,FA
25874,東京都,67,女性,今回は、興味のある遺跡の記事で大変嬉しかったです。クイズを増やしてほしいです。
25875,神奈川県,77,男性,特になし
25876,青森県,73,男性,歴史的な題材を希望します
25877,宮城県,66,男性,釣り旅行に関する特集の掲載を希望します。
25878,東京都,67,男性,衣類の通販情報は無くてもよい
25879,神奈川県,81,男性,地方の鉄道に関する記事を是非お願いします
25880,広島県,70,女性,普通のガイドブックに載っていないような
25881,岐阜県,69,女性,温泉情報をお願いします
25882,群馬県,64,女性,このままでよい
25883,福島県,62,女性,なかなか出かけられない今、旅行に行けるようになった時に行きたい場所の参考にしています。
25884,大阪府,69,女性,少し広告が多い
25885,愛知県,63,女性,会員コーナーを楽しく読ませてもらってます。きかいがあったらたら投稿しようと思います。
25886,宮城県,66,女性,トレッキングツアーに関する特集を希望します。
25887,静岡県,84,男性,エリア特集を楽しく見ています。
25888,秋田県,71,男性,特にございません。
25889,石川県,62,女性,伊勢参りの旅特集お願いします
25890,神奈川県,77,男性,特になし
25891,山口県,75,男性,特になし
25892,大阪府,70,男性,特になし
25893,愛知県,66,男性,地方の観光・フードなどに興味があります。
25894,和歌山県,77,男性,ﾅﾝﾌﾟﾚも掲載して欲しい
25895,千葉県,73,女性,温泉巡りの情報を詳しく紹介をした記事をジャパングループに紹介してください
25896,三重県,79,女性,古代のルーツなどとても興味深くて楽しめました
25897,神奈川県,72,男性,日本各地の(銘酒)を紹介してください
25898,青森県,73,男性,特になし
25899,岐阜県,67,男性,いつも楽しく読んでいます
25900,福井県,73,男性,『絶景鉄道旅』が良かった。次回も楽しみ！
25901,大阪府,77,女性,シニア向けの記事がもっとほしい
25902,千葉県,75,男性,現在の編集内容で特に問題ありません！
25903,香川県,70,女性,コロナ渦で旅が困難であり、ジパングの特典を利用できないこの時期、自由に行動できるようになったら行きたいと思える企画を掲載してほしい。
25904,群馬県,68,男性,古代ふしぎ探訪は面白かったです。コロナが収まったら行きたい場所です。
25905,愛知県,69,男性,旧東海道沿道の記事の連載を希望します。
25906,大阪府,75,男性,毎号楽しませていただいています
25907,長野県,78,男性,旅の情報がとても参考になります。これからもお願いします。
25908,千葉県,75,男性,北海道・北東北の縄文遺跡群の記事は世界遺産登録とピッタリのタイミングだった
25909,静岡県,66,女性,沢山の情報があり毎月楽しみにしてます
25910,愛知県,72,男性,旅行の参考に楽しく拝聴しています。
25911,大阪府,69,男性,色んなテーマでの特集記事が毎回楽しみです。
25912,兵庫県,71,女性,いつも楽しみで読んでいる。コロナ終息時には行きたい。
25913,青森県,68,男性,いつも楽しく読ませていただいています。
25914,三重県,80,男性,毎月楽しみにしているのは、クロスパズルで脳トレに最適です。
25915,静岡県,63,女性,いつも楽しく拝読しています。今はどこにも行けませんがこれから先の旅の参考になります。
25916,東京都,67,女性,いつも写真が多く 字も大きいので読みやすいです
25917,大阪府,73,男性,旅行の参考になる
25918,大阪府,76,女性,いつも興味深く拝見してます。
25919,千葉県,75,男性,北海道・北東北の縄文遺跡群の記事は世界遺産登録とピッタリのタイミングだった
25920,兵庫県,83,男性,旧・古道街道歩きの連載を希望します。
25921,大阪府,81,女性,ジパング倶楽部の届くのをいつも楽しみに待っています。
25922,静岡県,73,男性,古代ふしぎ探訪はまさに世界遺産
25923,愛知県,69,女性,近所に古墳があるので、古墳にはとても関心があります。いつか特集してくださると嬉しいです。
25924,大阪府,80,男性,このまま
25925,新潟県,67,男性,なかなか実際に旅行に行けないので各地の色々な情報がが欲しい
25926,神奈川県,82,男性,濁り湯の特集をお願いします
25927,東京都,65,女性,旅行に行けない状態ですので、掲載の記事は楽しく読んでいます。
25928,秋田県,74,男性,毎月楽しく読んでおります
25929,静岡県,73,男性,地理・歴史・文化等多方面での日本一の物を掘り起こしてください。
25930,東京都,79,男性,「ジパング倶楽部」の割引制限を緩和してほしい
25931,愛知県,61,女性,毎回旅行する楽しみになります。
25932,千葉県,87,男性,三十数年前に旅をした立山黒部アルペンルートをもう一度旅してみたいと懐かしく思い出しています。
25933,青森県,68,男性,いつも楽しく読ませていただいています。
25934,東京都,80,女性,毎回楽しく拝見してます。
25935,宮城県,71,男性,コロナが収束した後、たくさんのツアーを企画してほしい
25936,神奈川県,70,男性,特集トピックスの深堀情報の掲載
25937,大阪府,75,男性,婦人のカタログショッピングを増やして
25938,京都府,77,男性,今月号はどれも興味深い記事ばかりでした
25939,宮城県,70,女性,コロナ禍、これを読むと無性に旅行に行きたくなる
25940,大阪府,86,男性,鉄道の旅の記事を楽しみにしています。
25941,東京都,74,男性,ナシ
25942,鳥取県,72,女性,マダマダ旅行に行けないので紙面で楽しんでいます。穴場的な場所も載せてください。
25943,千葉県,69,男性,楽しく読ませてもらいました。ページ数も多すぎず少なすぎず程よいと思います。
25944,静岡県,67,男性,何時も楽しく読ませていただいております
25945,東京都,67,女性,いつも興味深い記事をたのしく読ませてもらっています。
25946,兵庫県,62,女性,コロナ禍の中　お出かけが出来ないので
25947,栃木県,78,男性,関東地方のひなびた隠里特集
25948,和歌山県,76,女性,とくにありません
25949,愛知県,74,女性,いつも色々な地の特徴が詳しく紹介されていてよい。通販のページも楽しみです。
25950,千葉県,73,女性,いつも楽しみにしております。脳トレの記事を期待します。
25951,群馬県,69,男性,流し読みしています。
25952,三重県,64,女性,今回、三内丸山遺跡群等が世界文化遺産決定との話題になっておりますが、歴史好きなので興味深く拝見させていただきました。
25953,千葉県,62,女性,ちらしが多い
25954,山口県,70,女性,特にありせん。
25955,和歌山県,78,男性,とくにありません
25956,千葉県,71,女性,コロナで旅行控えてるので残念会費を値下げしてほしい。または
25957,兵庫県,68,男性,コロナの中で自粛しながら楽しめる提案があれば
25958,愛知県,72,男性,・毎回、興味深く拝読しています。
25959,茨城県,85,男性,「旅」が出来る日が早く来ることを楽しみにしています。
25960,千葉県,74,男性,いつも楽しみにしております。鉄道旅の特集だったので興味深かったです。
25961,山口県,73,男性,特にありせん。
25962,新潟県,63,女性,コロナ禍の中、取材が大変だと思いますが、たくさんの情報をお願いします。こちらも、いろいろなプランを立てながら、おうちでの旅を楽しみます。これからもよろしくお願いします。
25963,静岡県,69,女性,クロスワードは何回応募しても当たらない。
25964,埼玉県,70,女性,毎月号が来るのを楽しみに待ってます。こんな時期なので本誌で行った気分が出て楽しんでます
25965,神奈川県,81,男性,歌舞伎の歴史を取り上げて欲しい
25966,青森県,66,男性,プレゼントがたくさんあるとより良い
25967,香川県,77,男性,いつも楽しく読ませていますので特に意見はありません。
25968,長野県,80,男性,写真の多いのが何よりです。
25969,青森県,80,男性,青森、発着便の企画をあれば、よいと思います。
25970,新潟県,66,女性,日本全国ワイン製造会社を知ろう、地元ワインに合うつまみ？
25971,岩手県,68,男性,旅先での朝食
25972,神奈川県,77,男性,四国八十八か所寺社巡り体験記の様なものをシリーズで掲載して欲しい
25973,東京都,72,男性,いつも興味深い記事を楽しく読ませてもらっています。
25974,岐阜県,70,女性,毎号楽しく拝読しております。
25975,埼玉県,79,男性,古墳はロマンがあってよい企画です
25976,岩手県,73,女性,なし
25977,埼玉県,75,男性,クロスワードパズルのような参加型かつプレゼント付きコーナーをふやしてほしい
25978,新潟県,69,男性,年齢別の旅の思考状況
25979,石川県,68,女性,コロナ禍で外出出来ないのでせめても
25980,愛知県,69,女性,季節ごとの旅情報が楽しみです。自粛生活で会員手帳も全く使っていませんが、ワクチン接種が済んだら冊子を参考にお出かけしたいと思います。
25981,京都府,72,男性,各地イベント情報
25982,石川県,70,女性,今はコロナで、どうしても旅行に行けない。ワクチン打って早く旅行に出かけたいです。
25983,埼玉県,82,男性,いつも有益な情報を掲載して頂き感謝致しております
25984,兵庫県,62,女性,縄文遺跡というとてもタイムリーな記事で興味深く読ませもらいました。
25985,東京都,67,女性,いつも購読を楽しみにしております。今後ともよろしくお願い申し上げます。
25986,宮城県,71,男性,現在コロナ禍の中で旅行等を控えている。在宅でできる簡単な健康維持の方法などを掲載してほしい。
25987,青森県,62,女性,縄文遺跡群の世界文化遺産登録へ！のニュースが飛び込んできたのに合わせるかのように「古代ふしぎ探訪」が特集のジパング倶楽部が手元に届きました。タイムリーな記事をこれからもよろしくお願いします。
25988,群馬県,68,男性,コロナウイルス感染予防接種が済む7月に北海道に観光する予定を入れているので釧路の記事はタイムリーで楽しめ、役に立ちました。
25989,埼玉県,71,女性,一人旅が好きなので、それに役にたつ情報をお願いします。
25990,神奈川県,64,女性,青森出身なので、縄文文化の特集は新鮮な発見がありました。ありがとうございます。
25991,宮城県,63,女性,いつも楽しみに拝見してます、　旅行案内をどんどん入れてください。
25992,東京都,72,男性,今月号のテーマ特集は非常に良かったです。
25993,大阪府,82,男性,時宜を得たテーマになっている
25994,福井県,73,女性,特になし
25995,神奈川県,77,女性,話題の遺跡で興味深い　是非行きます
25996,長野県,71,男性,船旅特集してもらいたい
25997,大阪府,78,女性,お得な旅の情報をお願いします。
25998,埼玉県,68,女性,次に行く旅行の参考にしていますが、コロナで出かけられずにいます。
25999,東京都,62,女性,会員コーナーは2ページ位に増やして、もう少し多くの投書を載せてほしいです
26000,神奈川県,77,女性,テーマ特集記事は毎月号楽しみです。
26001,長野県,71,女性,地方の手料理紹介なども掲載して頂ければと思います。
26002,神奈川県,77,男性,テーマ特集記事は毎月号楽しみです。
26003,神奈川県,75,女性,いつも楽しく拝見しています
26004,長野県,69,女性,別にありません
26005,神奈川県,78,男性,テーマ特集記事は毎月号楽しみです。
26006,京都府,69,男性,なかなか旅に出づらい昨今、せめて誌上だけでも旅情たっぷり味わいたく引き続きよろしくお願いいたします。
26007,静岡県,62,女性,天浜線の記事も楽しく拝見しました。
26008,石川県,77,女性,コロナが落ち着いたら、古代不思議探訪の吉野ヶ里遺跡へ訪れたいですね。
26009,静岡県,65,女性,縄文遺跡群が話題！記事はドンピシャですね
26010,福井県,78,男性,特になし
26011,神奈川県,75,女性,旅の情報と一緒にその土地の名産品を照会して欲しい
26012,新潟県,66,男性,今回の縄文時代の内容が分かりやすく説明があり、とても良かった。
26013,神奈川県,68,男性,毎回楽しみにしています。
26014,埼玉県,74,男性,今のままでいい
26015,大阪府,69,女性,毎回、楽しみにしています。最後にクロスワードクイズをするのが、これまた楽しいです。色々なストレッチなどを載せてください。
26016,神奈川県,68,男性,毎回、楽しんでみています。
26017,千葉県,72,男性,現在は遠くに行けない状況なので、関東地区の特集をお願いしたい。
26018,岩手県,67,男性,いつも楽しみに拝読しております、今後もよろしくお願いします。
26019,群馬県,57,男性,古代遺跡の旅も良い！
26020,長野県,76,男性,旅の魅力の一つに謎との遭遇があります。気付かぬ謎のご紹介、宜しくお願い致します。
26021,千葉県,75,女性,列車で旅する名所
26022,千葉県,75,女性,列車で旅する名所
26023,神奈川県,73,男性,コロナで旅を控え、早く温泉巡りを復活したいのでコロナ禍の温泉巡りのアドバイスを
26024,静岡県,70,女性,読み応えがある冊子で、くるのが待ち遠しいです
26025,神奈川県,73,男性,紹介された史跡のパックツアーなども紹介していただけたらと思います。
26026,兵庫県,73,男性,文字が少し小さい。
26027,埼玉県,73,男性,会員コーナーを楽しんでいます。本号では紙面が縮小されたようで残念です。
26028,千葉県,73,女性,有名な祭りでなく、地方豊かな味のある祭りを紹介してください。
26029,青森県,69,男性,北の縄文遺跡群が世界遺産登録がなされ、関心を持って拝読しました。
26030,神奈川県,74,男性,車窓風景連載
26031,岩手県,69,女性,とてもためになる
26032,東京都,73,女性,いつも読みごたえが有り楽しみです。
26033,千葉県,73,男性,マンネリ化してきたね。
26034,岩手県,68,男性,とてもためになる
26035,秋田県,71,男性,コロナ禍での旅行は不安が残る。ワクチンを打てるまでジパング倶楽部を読むことで我慢していようと思う。
26036,神奈川県,78,男性,会員コ－ナ－を増やしてほしい
26037,千葉県,72,女性,花咲線特集　懐かしく拝見
26038,東京都,73,女性,季刊誌でよい
26039,栃木県,73,男性,ありません
26040,愛知県,76,女性,特になし
26041,千葉県,67,男性,毎号楽しんでいます
26042,千葉県,78,男性,道東を駆け抜ける絶景鉄道旅のようなエリアの特集を望む
26043,東京都,72,男性,当選者発表はやめてほしい
26044,秋田県,72,男性,紀行記事を楽しみにしています。
26045,東京都,72,女性,毎月楽しませていただいております。早く自由に旅ができることを楽しみにしております。
26046,静岡県,79,男性,今月のような歴史や地方の特集を引き続きお願いします
26047,新潟県,65,女性,歴史と文化の旅特集を継続してください。楽しみに拝読しています。
26048,東京都,73,女性,北海道・北東北の縄文遺跡群、ユネスコに登録されたばかりでタイムリーでした
26049,宮城県,69,女性,北海道・東北の記事を増やしてください。
26050,静岡県,73,男性,コロナが収まって旅行に行きたい。素晴らしい旅行案内を。
26051,神奈川県,74,女性,高齢者向け特集
26052,宮城県,66,男性,世界文化遺産に登録申請していた北海道・北東北の縄文遺跡群をもう少し詳細にレポートしてほしかった。
26053,宮城県,69,男性,東北の記事を増やしてください。
26054,長野県,67,男性,特になし
26055,千葉県,83,男性,あまりにも有名な全国の祭りを除いて地方豊かな祭りを紹介してください。
26056,青森県,71,女性,毎号楽しみにしおり、旅行先を決める際の参考にしています。
26057,宮城県,72,男性,東北の記事を増やしてください。
26058,愛知県,68,男性,特にない
26059,千葉県,74,女性,オリンピック・パラリンピック開催の可否、ワクチン接種会場のニュースと庶民をイライラさせる報道ばかりの昨今、しばし日常を忘れ以前大好きだった古代の世界に招き入れてくれ、大いに心安らぎました。安らぎ
26060,新潟県,70,女性,今回はクロスワード難問あり。調べた。JAFのよりずつと高等
26061,大阪府,84,男性,今月あ古代史関係興味があり楽しく拝読しました、ぜひ訪れたいと思います
26062,大阪府,66,男性,ジパング倶楽部のお得な利用方法を教えて欲しい。
26063,長野県,69,男性,各地にある謎の遺跡を訪ねる旅とその企画を少しずつ特集していってもらうとよい。
26064,奈良県,67,男性,昨年2月に入会したが、新型コロナで一度も旅行できていない。収束したら会員特典で超お得なプランをどしどし企画してほしい。
26065,青森県,72,男性,いつも楽しみにみています。
26066,山口県,69,女性,今後とも、四季にタイムリーな観光地の情報をよろしくお願いします。
26067,広島県,77,男性,プレゼントの当選人数が増えませんか？
26068,神奈川県,66,男性,ターコイズブルーの表紙が良かったです。
26069,大阪府,68,男性,男性用カタログ通販が少ない
26070,神奈川県,67,女性,毎回楽しみにしております
26071,東京都,84,男性,「北海道・北東北の縄文遺跡群」は丁度タイミングが合いましたね。
26072,神奈川県,77,男性,季節の花便りや名所など、写真でもっと紹介してほしい。
26073,静岡県,75,男性,なし
26074,山口県,69,男性,今後とも、四季にタイムリーな観光地の情報をよろしくお願いします。
26075,千葉県,71,女性,毎号が届けられ日を楽しみにしています。
26076,山口県,72,男性,今後とも、四季にタイムリーな観光地の情報をよろしくお願いします。
26077,東京都,66,女性,満足しています
26078,愛知県,78,女性,プレゼント当選者の人数を多くしてほしい。
26079,埼玉県,74,男性,参勤交代の続編希望。例　北陸地方の藩
26080,神奈川県,76,女性,横須賀「くりはま花の国」にポピー等の花はとても綺麗で良かったです。
26081,兵庫県,72,男性,仙山線沿線の特集をお願いします
26082,東京都,68,女性,ファッションチョイスが今一つです。もう少しスニーカースタイルにあう掲載お願いします。
26083,東京都,74,女性,毎月楽しみにしています。
26084,静岡県,72,男性,数独のクイズがあってもいいかも
26085,長野県,74,男性,広告以外の記事をもっと多めにしてください
26086,東京都,76,男性,各場所の散策マップ等があると興味を増すと思います
26087,千葉県,80,男性,毎号届くのを楽しみにしています。
26088,愛知県,81,男性,いつも楽しく読ませてもらつています
26089,東京都,77,男性,いつも楽しく読んでいます
26090,福岡県,74,男性,青森の魅力で合掌土偶は珍しく、もう少し詳しく専門家の意見を、聞きたい。現地にもいきたい。コロナの終息を願う。
26091,栃木県,76,男性,地域密着型の記事は旅をかきたてる
26092,新潟県,74,男性,北海道の礼文島が知りたいです。
26093,東京都,67,女性,タイムリーな情報で興味深かった。
26094,岩手県,82,男性,毎号楽しみに読んでいます　今号の「金山巨石群」では縄文時代から天文観測が行われていた事に興味を覚えました　昨日「北海道・北東北の縄文遺跡群」が世界遺産に登録勧告された事も有り一層興味深く思います
26095,群馬県,61,女性,コロナ禍で旅行に行けないので記事を見て行けるようになったらここに行きたいと思っています。
26096,東京都,73,男性,いつも楽しみに見させていただいています。今後ともよろしくお願いします。
26097,大阪府,79,男性,楽しく、拝読させていただきました。
26098,宮城県,80,男性,なし
26099,愛知県,70,男性,テーマ特集、路線情報が面白い
26100,千葉県,77,男性,路線別の旅紹介
26101,福井県,78,男性,割安な旅行企画もほしい
26102,三重県,73,女性,記入欄がバージョンアップしていました。利用しやすいです。
26103,静岡県,73,男性,コロナ騒ぎで例年ほど外出できなかったが、本誌を通じて旅情報が得られたのは良かったです。
26104,大阪府,78,女性,ページ数が少なくなった。
26105,東京都,67,女性,おいしい和菓子とか紹介してほしい
26106,千葉県,76,男性,縄文時代の遺跡の全国分布が判る簡単な地図の情報等を紹介する記事があれば幸いです。
26107,東京都,76,男性,コロナ禍ですが、これから先の日本の有名なお祭の開催可否がわかると、有難いです。
26108,山口県,80,女性,ゴールデンウィークに北海道旅行を計画していたが、新型ウイルスコロナのために断念しましたが、今月号で北海道が特集されてうれしく、拝読しました。これからもよろしく
26109,埼玉県,71,男性,1いろいろなジャンルから工夫のある記事を載せていただき、楽しく読ませていただいております。
26110,神奈川県,85,男性,テーマ特集が面白い。今後ともよい企画を。
26111,静岡県,73,男性,JR各社ページ近隣のローカル情報強化
26112,静岡県,79,女性,北海道洞爺湖に旅行を予定しているので北海道の記事はタイムリーで役立ちます
26113,青森県,71,男性,国産ワインを巡る旅の記事をお願いします。
26114,東京都,65,女性,今月号は、北海道の花咲線の特集が、よかったです。北海道は、数回訪れていますが、これからの季節緑一色の風景あこがれです。
26115,神奈川県,69,男性,毎回、テーマ特集を楽しみにしています。
26116,静岡県,69,男性,旅行の季節なのにどこにも行けないので、過去のジパング倶楽部を読み返しています。
26117,東京都,85,男性,特になし
26118,神奈川県,73,女性,楽しく読ませていただいています
26119,埼玉県,67,男性,日本の絶景を特集してください
26120,大阪府,73,男性,旅行に行けない分、記事で楽しんでいます。
26121,長野県,76,男性,毎月楽しみにしています。新型ｺﾛﾅｳｲﾙｽで旅行に行けなくて残念です。
26122,神奈川県,79,女性,会員コーナー紙面を増やしてほしい
26123,東京都,75,男性,私鉄の紹介記事は参考になる。
26124,神奈川県,73,男性,楽しく読ませていただいています
26125,愛知県,70,男性,旅館のコロナ対策状況など
26126,青森県,70,男性,今まで通りで結構です
26127,広島県,76,女性,季節感あふれる記事に　満足してます。
26128,静岡県,72,女性,ペットと同伴できる旅の方法
26129,神奈川県,81,男性,会員コーナー紙面を増やす
26130,千葉県,72,男性,あは、タイミングよく26日に世界遺産に勧告されたということでとてもわかりやすい文章でした。
26131,岐阜県,84,女性,コロナ禍で去年からげんざいまで旅行にでかけていません。
26132,新潟県,69,女性,特になし
26133,広島県,71,男性,読みやすかった
26134,福井県,73,女性,アンケートの部分に書けなかったので記します。コロナワクチンを打たないと旅行へ行けないのかどうか？ホテルなどの対応などまとめてほしいです
26135,東京都,65,女性,古代ふしぎ探訪を読んでいて、3箇所のセンターに行ってみたくなりました。
26136,静岡県,76,男性,旅に有益な情報ありがとう。これからも頑張って下さい。
26137,東京都,73,女性,いつも楽しみにしています
26138,福島県,63,女性,楽しく読んでいます。北陸の情報もお願いします。
26139,東京都,72,男性,通販の広告のみならずクーポンもあると良い
26140,香川県,72,女性,一度も使えなかった2
26141,広島県,80,女性,楽しく読みました
26142,兵庫県,71,男性,時季にあった記事満載で旅行に出かける楽しみがふえました。
26143,大分県,74,男性,ゴルフに関する記事を掲載して欲しい
26144,愛知県,68,女性,毎号、特集を楽しみにしています。
26145,神奈川県,79,男性,旅には食と湯と人。人の紹介紀行などがゆうことなしかな？
26146,静岡県,73,男性,いつも楽しく拝見しています。
26147,神奈川県,70,男性,温泉旅館と名物料理と地酒をセットで紹介記事を掲載して頂けると興味が倍増するのですが。。
26148,神奈川県,74,男性,いつも楽しみ
26149,東京都,69,男性,毎号楽しく拝読しています。
26150,神奈川県,68,女性,時節に応じた旅行記事が欲しい。例えばコロナ禍の中の旅行先
26151,神奈川県,74,男性,今月号は、私の大好きな歴史に関する特集記事で、大満足です！
26152,群馬県,67,男性,穴場情報と共に、旨い地酒の紹介をお願いします。
26153,石川県,66,男性,いつも新しい情報や新しい施設の案内を楽しく拝見しています
26154,神奈川県,72,男性,初夏の温泉旅行先
26155,神奈川県,77,男性,コロナで旅行か難しい時に紙面で旅気分に浸れたのしみです。今回の古代ふしぎ探訪は特に縄文遺跡群が世界遺産としてユネスコに登録勧告された北海道と北東北の特集は良いタイミングて興味深く読みました！
26156,東京都,65,女性,地域の名産品の紹介などしていただければ嬉しいです
26157,大阪府,77,男性,駅舎情報を掲載してほしい
26158,鹿児島県,69,男性,いつも楽しみにしています。
26159,静岡県,86,男性,今号の北海道のあちらこちらの記事に懐かしさを感じています。もっぱらレンタカー利用でしたが。ての廃止された路線跡などをめぐっての盛んなときを当時の地図などを見ながらの旅を楽しんだ思い出しました。
26160,鹿児島県,63,女性,いつも楽しみにしています。
26161,愛知県,71,男性,ウォーキング特集
26162,山口県,74,女性,コロナが終わり、どこでも良いから旅に出たいです。
26163,東京都,76,男性,年配者が一人旅の記事お願いします。
26164,石川県,66,女性,世界遺産関連もあり、興味を持ちました。
26165,愛知県,61,女性,特になし
26166,石川県,71,女性,幼児（孫）と家族一緒にいける旅行特集
26167,茨城県,70,女性,絵を描いているので 参考になる映像が助かります
26168,石川県,71,男性,古墳関連の記事、興味をもって読みました。
26169,長野県,71,男性,いつも楽しく読ませていただいています。
26170,福島県,62,女性,日本遺産を教えて下さい
26171,神奈川県,64,女性,絶景鉄道旅のような内容嬉しく読みました。また同じような記事よろしくおねがいします。ｎ
26172,福井県,77,男性,コロナが治まらないと旅行は出来ないい。
26173,愛媛県,64,女性,今回も貴重な情報に触れることができ御礼申し上げます
26174,千葉県,68,男性,観光地での有名と無名（地元の人は知っている）なスポット、旅館、土産などを紹介して欲しい
26175,愛媛県,69,男性,今回も貴重な情報に触れることができ御礼申し上げます
26176,石川県,68,男性,毎号楽しみにしています
26177,宮城県,66,男性,北海道をテーマにした特集を掲載してほしい。
26178,埼玉県,74,女性,チラシ入らない
26179,埼玉県,79,男性,今月のクロスワードは少してこずりましたが楽しめました。今後も期待！
26180,岐阜県,77,男性,年金生活者に安価な旅(ウオーキングできるような所)
26181,愛知県,83,男性,毎月楽しみにしております。
26182,長野県,70,男性,世界遺産にもなるのでタイムリーな企画でした
26183,神奈川県,75,男性,最近北海道の話題が多いですが、コロナ拡大もあり行くことが出来ず残念に思います。
26184,新潟県,71,男性,特になし
26185,岐阜県,63,女性,毎回楽しみにしている
26186,兵庫県,69,男性,各地の珍味の特集をして欲しい
26187,静岡県,70,男性,古代ふしぎ探訪はとても面白かったです。最近魅力的な記事が増えています。
26188,静岡県,61,女性,行ったことはある地域でも知らない名所があって、次回訪れてみたいと思った。
26189,新潟県,69,男性,今後も面白く楽しい記事をお願いします。
26190,愛知県,68,女性,近くの名所旧跡を知りたい
26191,宮城県,68,男性,特にありません。
26192,静岡県,66,男性,テーマ特集は色々と勉強になります。今後も各地の情報の特集をお願いします。
26193,宮城県,67,男性,毎号旅に出たくなる記事が満載でいつも楽しみに待ってます
26194,東京都,69,男性,毎月楽しみに読んでいます。当選しますように！
26195,福島県,67,男性,新型コロナ禍の中、昨年からほとんど旅行に行けません。この雑誌を読みながら行った気になっています。これからも旅心を刺激する記事をお願いします?
26196,神奈川県,71,女性,活字が小さいので大きいサイズの活字にして欲しい
26197,東京都,71,男性,いつもパズル楽しみにしています。
26198,神奈川県,82,女性,特にない。
26199,神奈川県,75,男性,流し読みですが見ています。
26200,石川県,70,女性,コロナが終息したら、動物も観察できる旅の企画を。る
26201,東京都,67,女性,充実した読者プレゼントを期待しています。
26202,神奈川県,67,女性,青森の三内丸山は行ったことがあるので興味深くみました。
26203,千葉県,70,男性,毎回楽しみにしてます
26204,東京都,72,男性,楽しく拝見しています。これからも、新しい企画をお願いします。新しい企画をお願いします。
26205,福島県,73,男性,毎月、冊子が届くたび旅心が誘われます。早く出かけたい。
26206,神奈川県,70,男性,佐渡島関係を紹介して欲しい
26207,大阪府,77,男性,いつも楽しく拝見しています。
26208,宮城県,65,男性,初めての応募です。いつも旅行に行きたい気分にさせてもらっています。
26209,千葉県,78,男性,毎号楽しみに読ませてもらっています　
26210,千葉県,67,男性,秘境温泉の特集をお願いします。
26211,神奈川県,68,男性,旅行先の参考として毎回楽しみにしています
26212,東京都,69,男性,コロナでなかなか行く機会がないが、世界遺産に登録され混み合う前に北の縄文の遺跡遺跡を巡ってみたい。自分の興味あるテーマは、遺跡・城・鉄道・酒・グルメなどであるが毎回特集で取り上げられ楽しみにしている。
26213,大阪府,77,男性,夏の海水浴開設の特集をお願いします
26214,千葉県,87,男性,名湯の温泉宿の続きをお願い致します。
26215,神奈川県,67,女性,プレゼント当たればいいな
26216,静岡県,70,女性,北海道へ行きたいです。早くコロナが収束することを願います。
26217,埼玉県,68,男性,絶景鉄道旅、エリアリアニュースをみて列車での旅に誘われます。年より夫婦でのんびり、駅弁食べ食べ途中下種しながら．．．．。新型コロナでどこへも行けず割引切符も使えません。早くワクチンを！
26218,茨城県,66,男性,今回特集した「古代ふしぎ探訪」は大いに興味ある記事でした。
26219,三重県,79,女性,旅先でのコロナ対策を教えてください。
26220,新潟県,63,男性,グルメ情報をたくさん掲載してほしい
26221,東京都,75,男性,よく調べて面白く拝見しています。
26222,愛知県,68,女性,特になし
26223,新潟県,64,女性,グルメ情報をたくさん掲載してほしい
26224,大阪府,70,女性,謎解き？と言いながらあっさりと解説してしまっているのが不満、もっと奥深い！
26225,愛知県,68,女性,これからも色々な場所や色々な特産を紹介してください
26226,香川県,70,女性,旅行の安いプランをいれてほしい
26227,三重県,79,男性,旅のコロナ対策特集をお願いします。
26228,兵庫県,73,男性,クロスワードパズル、もっと難解なものに挑戦してみたいです。
26229,東京都,61,女性,コロナ禍でなかなか旅行に行けず、記事を読んで楽しんでいます。
26230,東京都,70,男性,毎月楽しく拝見しています。
26231,千葉県,72,男性,世界の世界遺産の紹介コーナーがあれば楽しいです
26232,東京都,73,男性,旅気分を高揚させる記事と写真がきれい。
26233,大阪府,74,女性,謎解き？古代ふしぎ探訪に興味を持ちました。行ってみたいです。
26234,神奈川県,72,男性,クイズ、プレゼント企画を増やして欲しい
26235,秋田県,70,男性,旅行がしたくなった
26236,静岡県,66,男性,今月の記事は全て私にとっては良い内容でした。
26237,香川県,60,女性,"やっとジパング倶楽部に入会できる年齢になりました。記事を読んでは""次は何処へ旅しようか？""と、考える毎日です。山陰本線沿線の情報をいただけると嬉しいです。"
26238,東京都,77,女性,あ　の古代時代を知ることは非常に面白いです。
26239,東京都,71,女性,毎回楽しみにしています。
26240,東京都,66,女性,静かにゆったり温泉を楽しめる企画をお願いします。
26241,栃木県,79,男性,高齢者が元気になる食べ物、飲み物の紹介記事がほしいところです。
26242,大阪府,70,男性,廉価な企画も載せてほしい
26243,愛知県,80,女性,毎回楽しみにしています。フアッションの特集（高年齢）の記事が少しでもあればと願います。又旅のツアー記事も興味あり、中々駅まで出かけられないのでお願いします。
26244,東京都,68,男性,ワーケーションの企画をお願いします。
26245,兵庫県,71,女性,コロナが終息したら東北の旅を特集して欲しい
26246,東京都,80,男性,コロナが早く終息して、旅行に行きたいです。記事に刺激されたままです
26247,秋田県,65,女性,イラロジクイズも面白いですよ
26248,大阪府,79,男性,毎回楽しんで読ませてもらっております
26249,神奈川県,71,男性,温泉と地酒と肴の情報をお願いします。
26250,神奈川県,75,男性,コロナ時代に移動を伴う旅行ではなく家庭で楽しめる企画等を特集してほしい。
26251,兵庫県,67,男性,これからも旬の話題をお願いします
